,SCINAME,COMNAME,SVSPP,CRUISE6,CRUISE,STRATUM,TOW,STATION,STATUS_CODE,ID,STATYPE,HAUL,GEARCOND,SHG,TYPE_CODE,TYPE_COMMENT,OPERATION_CODE,OPERATION_COMMENT,GEAR_CODE,GEAR_COMMENT,ACQUISITION_CODE,ACQUISITION_COMMENT,TOGA,AREA,SVVESSEL,CRUNUM,SVGEAR,BEGIN_EST_TOWDATE,BEING_EST_TOWDATE,BEGIN_GMT_TOWDATE,BEGIN_GMT_TOWDATE_1,EST_YEAR,EST_MONTH,EST_DAY,EST_JULIAN_DAY,EST_TIME,GMT_YEAR,GMT_MONTH,GMT_DAY,GMT_JULIAN_DAY,GMT_TIME,TOWDUR,SETDEPTH,ENDDEPTH,MINDEPTH,MAXDEPTH,AVGDEPTH,BEGEKVLOG,ENDEKVLOG,BEGLAT,BEGLON,ENDLAT,ENDLON,DECDEG_BEGLAT,DECDEG_BEGLON,DECDEG_ENDLAT,DECDEG_ENDLON,LORS1,LORE1,LORS2,LORE2,CABLE,PITCH,HEADING,COURSE,RPM,DOPDISTB,DOPDISTW,DESSPEED,GEARID,DOORID,OTHGEAR,AIRTEMP,CLOUD,BAROPRESS,WINDDIR,WINDSP,WEATHER,WAVEHGT,SWELLDIR,SWELLHGT,BKTTEMP,TRASHAMT,TRASHSHL,TRASHBIO,TRASHSUB,XBT,SURFTEMP,SURFSALIN,BOTTEMP,BOTSALIN,FULD,NO_DETAIL_SVSPP,BOTSPEED,WATCH_CHIEF_COMMENTS,STATION_COMMENTS,HABITAT_COMMENTS,EXPCATCHNUM,EXPCATCHWT,SCIENTIFIC_NAME
3337,OVALIPES OCELLATUS,LADY CRAB,322,202304.0,202304.0,03290,1.0,111.0,10.0,202304032900010111,1.0,3.0,6.0,136.0,1.0,"RANDOM, within 1nm radius",2.0,"WSmean outside opt, within tol",2.0,Obstruction in/on gear not significant,1.0,No Data Acq. Errors,1221.0,621.0,HB,4.0,10.0,09/22/2023 03:51:05,09/22/2023 04:11:05,09/22/2023 08:51:05,09/22/2023 09:11:05,2023.0,9.0,22.0,2460210.0,03:51:05,2023.0,9.0,22.0,2460210.0,08:51:05,20.0,23.0,22.0,22.0,23.0,23.0,,,3813.65,7457.05,3814.38,7456.23,38.2275,-74.950833,38.239667,-74.937167, , , , ,,,36.3,40.0,,1.084,,, , , ,,,,66.3,11.8,,,,,,,,,, ,23.07,30.957,23.1,31.094,,,3.3,,,,4.0,0.202,Ovalipes ocellatus (lady crab)
3338,OVALIPES OCELLATUS,LADY CRAB,322,202304.0,202304.0,03260,2.0,113.0,10.0,202304032600020113,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,621.0,HB,4.0,10.0,09/24/2023 12:41:42,09/24/2023 13:01:43,09/24/2023 17:41:42,09/24/2023 18:01:43,2023.0,9.0,24.0,2460212.0,12:41:42,2023.0,9.0,24.0,2460212.0,17:41:42,20.02,23.0,22.0,21.0,23.0,22.0,,,3833.58,7452.73,3832.64,7452.38,38.559667,-74.878833,38.544,-74.873, , , , ,,,159.6,143.0,,1.08,,, , , ,,,,195.8,19.3,,,,,,,,,, ,22.1,31.021,22.1,31.021,,,3.2,,,,1.0,0.059,Ovalipes ocellatus (lady crab)
3339,OVALIPES OCELLATUS,LADY CRAB,322,202304.0,202304.0,03260,1.0,114.0,10.0,202304032600010114,1.0,2.0,1.0,121.0,1.0,"RANDOM, within 1nm radius",3.0,Tow Duration 16.00 - 17.99min,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1311.0,621.0,HB,4.0,10.0,09/24/2023 14:48:01,09/24/2023 15:04:52,09/24/2023 19:48:01,09/24/2023 20:04:52,2023.0,9.0,24.0,2460212.0,14:48:01,2023.0,9.0,24.0,2460212.0,19:48:01,16.86,31.0,30.0,30.0,32.0,31.0,,,3838.81,7450.53,3838.01,7450.38,38.646833,-74.842167,38.6335,-74.839667, , , , ,,,182.7,168.0,,0.851,,, , , ,,,,201.7,15.2,,,,,,,,,, ,21.66,30.914,21.32,30.949,,,3.0,,early haulback due to gear,,1.0,0.005,Ovalipes ocellatus (lady crab)
3340,OVALIPES OCELLATUS,LADY CRAB,322,202304.0,202304.0,03260,3.0,115.0,10.0,202304032600030115,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",2.0,"WSmean outside opt, within tol",1.0,No damage/malfunction,1.0,No Data Acq. Errors,1211.0,621.0,HB,4.0,10.0,09/24/2023 17:05:26,09/24/2023 17:25:25,09/24/2023 22:05:26,09/24/2023 22:25:25,2023.0,9.0,24.0,2460212.0,17:05:26,2023.0,9.0,24.0,2460212.0,22:05:26,19.98,18.0,18.0,17.0,19.0,18.0,,,3846.7,7448.47,3845.89,7449.18,38.778333,-74.807833,38.764833,-74.819667, , , , ,,,222.7,216.0,,1.124,,, , , ,,,,193.1,11.6,,,,,,,,,, ,21.57,30.783,21.57,30.783,,,3.4,,,,5.0,0.177,Ovalipes ocellatus (lady crab)
3341,OVALIPES OCELLATUS,LADY CRAB,322,202304.0,202304.0,03230,1.0,116.0,10.0,202304032300010116,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,614.0,HB,4.0,10.0,09/24/2023 21:05:46,09/24/2023 21:25:48,09/25/2023 02:05:46,09/25/2023 02:25:48,2023.0,9.0,24.0,2460212.0,21:05:46,2023.0,9.0,25.0,2460213.0,02:05:46,20.03,28.0,30.0,27.0,30.0,28.0,,,3905.19,7421.19,3904.46,7422.06,39.0865,-74.353167,39.074333,-74.367667, , , , ,,,213.1,203.0,,1.136,,, , , ,,,,240.5,13.4,,,,,,,,,, ,20.3,31.774,20.01,31.893,,,3.4,,,,2.0,0.104,Ovalipes ocellatus (lady crab)
3342,OVALIPES OCELLATUS,LADY CRAB,322,202304.0,202304.0,03230,3.0,117.0,10.0,202304032300030117,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,614.0,HB,4.0,10.0,09/24/2023 23:28:02,09/24/2023 23:48:05,09/25/2023 04:28:02,09/25/2023 04:48:05,2023.0,9.0,24.0,2460212.0,23:28:02,2023.0,9.0,25.0,2460213.0,04:28:02,20.05,23.0,24.0,23.0,24.0,23.0,,,3908.99,7421.78,3908.44,7422.81,39.149833,-74.363,39.140667,-74.380167, , , , ,,,229.7,230.0,,1.106,,, , , ,,,,211.6,11.2,,,,,,,,,, ,20.1,31.529,20.08,31.566,,,3.3,,2nd streaming was mistake,,2.0,0.079,Ovalipes ocellatus (lady crab)
3343,OVALIPES OCELLATUS,LADY CRAB,322,202304.0,202304.0,03230,2.0,118.0,10.0,202304032300020118,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,614.0,HB,4.0,10.0,09/25/2023 01:10:16,09/25/2023 01:30:18,09/25/2023 06:10:16,09/25/2023 06:30:18,2023.0,9.0,25.0,2460213.0,01:10:16,2023.0,9.0,25.0,2460213.0,06:10:16,20.02,21.0,21.0,20.0,23.0,22.0,,,3910.45,7428.62,3909.84,7427.66,39.174167,-74.477,39.164,-74.461, , , , ,,,111.0,114.0,,1.121,,, , , ,,,,248.2,7.6,,,,,,,,,, ,20.68,30.518,20.54,30.9,,,3.4,,,,1.0,0.063,Ovalipes ocellatus (lady crab)
3344,OVALIPES OCELLATUS,LADY CRAB,322,202304.0,202304.0,03200,2.0,120.0,10.0,202304032000020120,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,614.0,HB,4.0,10.0,09/25/2023 06:39:29,09/25/2023 06:59:28,09/25/2023 11:39:29,09/25/2023 11:59:28,2023.0,9.0,25.0,2460213.0,06:39:29,2023.0,9.0,25.0,2460213.0,11:39:29,19.99,28.0,28.0,28.0,29.0,29.0,,,3916.21,7410.06,3916.6,7408.91,39.270167,-74.167667,39.276667,-74.1485, , , , ,,,59.1,71.0,,1.093,,, , , ,,,,205.6,4.8,,,,,,,,,, ,20.0,31.488,20.03,31.644,,,3.3,,net on deck 1210,,1.0,0.073,Ovalipes ocellatus (lady crab)
3345,OVALIPES OCELLATUS,LADY CRAB,322,202304.0,202304.0,01730,1.0,121.0,10.0,202304017300010121,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,614.0,HB,4.0,10.0,09/25/2023 08:05:27,09/25/2023 08:25:26,09/25/2023 13:05:27,09/25/2023 13:25:26,2023.0,9.0,25.0,2460213.0,08:05:27,2023.0,9.0,25.0,2460213.0,13:05:27,19.99,28.0,30.0,28.0,30.0,28.0,,,3916.51,7402.82,3916.78,7401.61,39.275167,-74.047,39.279667,-74.026833, , , , ,,,65.0,68.0,,1.073,,, , , ,,,,226.8,3.6,,,,,,,,,, ,19.93,31.725,20.08,31.898,,,3.2,,,,1.0,0.065,Ovalipes ocellatus (lady crab)
3346,OVALIPES OCELLATUS,LADY CRAB,322,202304.0,202304.0,03200,4.0,125.0,10.0,202304032000040125,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,615.0,HB,4.0,10.0,09/25/2023 16:45:52,09/25/2023 17:05:54,09/25/2023 21:45:52,09/25/2023 22:05:54,2023.0,9.0,25.0,2460213.0,16:45:52,2023.0,9.0,25.0,2460213.0,21:45:52,20.02,26.0,27.0,26.0,27.0,27.0,,,3927.68,7358.5,3928.43,7357.71,39.461333,-73.975,39.473833,-73.961833, , , , ,,,32.6,39.0,,1.106,,, , , ,,,,48.9,15.6,,,,,,,,,, ,19.43,32.055,19.33,32.108,,,3.3,,,,1.0,0.069,Ovalipes ocellatus (lady crab)
3347,OVALIPES OCELLATUS,LADY CRAB,322,202304.0,202304.0,03140,3.0,147.0,10.0,202304031400030147,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,612.0,HB,4.0,10.0,10/08/2023 01:09:05,10/08/2023 01:29:03,10/08/2023 06:09:05,10/08/2023 06:29:03,2023.0,10.0,8.0,2460226.0,01:09:05,2023.0,10.0,8.0,2460226.0,06:09:05,19.96,25.0,26.0,25.0,26.0,26.0,,,4028.6,7342.89,4028.97,7344.03,40.476667,-73.714833,40.482833,-73.733833, , , , ,,,286.2,277.0,,1.055,,, , , ,,,,275.8,20.0,,,,,,,,,, ,18.65,30.841,18.5,31.799,,,3.2,,,,14.0,0.016,Ovalipes ocellatus (lady crab)
3348,OVALIPES OCELLATUS,LADY CRAB,322,202304.0,202304.0,01130,6.0,206.0,10.0,202304011300060206,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",2.0,"HGTmean outsde opt, within tol",1.0,No damage/malfunction,1.0,No Data Acq. Errors,1211.0,525.0,HB,4.0,10.0,10/14/2023 14:39:49,10/14/2023 14:59:49,10/14/2023 19:39:49,10/14/2023 19:59:49,2023.0,10.0,14.0,2460232.0,14:39:49,2023.0,10.0,14.0,2460232.0,19:39:49,20.01,66.0,65.0,65.0,66.0,66.0,,,4040.78,6842.69,4041.01,6841.42,40.679667,-68.7115,40.6835,-68.690333, , , , ,,,51.4,72.0,,1.067,,, , , ,,,,263.8,13.7,,,,,,,,,, ,14.83,32.054,14.13,32.118,,,3.2,,,,1.0,0.098,Ovalipes ocellatus (lady crab)
3349,OVALIPES OCELLATUS,LADY CRAB,322,202304.0,202304.0,01190,1.0,207.0,10.0,202304011900010207,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",2.0,"HGTmean outsde opt, within tol",1.0,No damage/malfunction,1.0,No Data Acq. Errors,1211.0,525.0,HB,4.0,10.0,10/14/2023 17:46:27,10/14/2023 18:06:27,10/14/2023 22:46:27,10/14/2023 23:06:27,2023.0,10.0,14.0,2460232.0,17:46:27,2023.0,10.0,14.0,2460232.0,22:46:27,20.0,62.0,63.0,62.0,64.0,63.0,,,4044.51,6823.81,4044.14,6824.99,40.741833,-68.396833,40.735667,-68.4165, , , , ,,,251.9,238.0,,1.078,,, , , ,,,,287.5,18.8,,,,,,,,,, ,15.01,32.07,14.47,32.108,,,3.2,,,,1.0,0.04,Ovalipes ocellatus (lady crab)
3350,OVALIPES OCELLATUS,LADY CRAB,322,202304.0,202304.0,01130,3.0,209.0,10.0,202304011300030209,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",2.0,"HGTmean outsde opt, within tol",1.0,No damage/malfunction,1.0,No Data Acq. Errors,1211.0,525.0,HB,4.0,10.0,10/14/2023 23:11:42,10/14/2023 23:31:42,10/15/2023 04:11:42,10/15/2023 04:31:42,2023.0,10.0,14.0,2460232.0,23:11:42,2023.0,10.0,15.0,2460233.0,04:11:42,19.99,60.0,60.0,59.0,60.0,60.0,,,4054.87,6807.77,4054.12,6808.66,40.9145,-68.1295,40.902,-68.144333, , , , ,,,222.4,222.0,,1.143,,, , , ,,,,148.6,7.5,,,,,,,,,, ,14.73,32.106,14.21,32.14,,,3.4,,,,1.0,0.026,Ovalipes ocellatus (lady crab)
3351,OVALIPES OCELLATUS,LADY CRAB,322,202304.0,202304.0,01200,3.0,211.0,10.0,202304012000030211,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",3.0,"HGT StdDev High; HGTmean outsde opt, within tol",1.0,No damage/malfunction,1.0,No Data Acq. Errors,1311.0,522.0,HB,4.0,10.0,10/15/2023 07:35:35,10/15/2023 07:55:34,10/15/2023 12:35:35,10/15/2023 12:55:34,2023.0,10.0,15.0,2460233.0,07:35:35,2023.0,10.0,15.0,2460233.0,12:35:35,19.98,34.0,33.0,32.0,34.0,33.0,,,4139.85,6801.47,4138.99,6800.99,41.664167,-68.0245,41.649833,-68.0165, , , , ,,,147.7,144.0,,1.07,,, , , ,,,,52.9,20.8,,,,,,,,,, ,15.41,31.907,15.42,31.911,,,3.2,,net on deck 1303,,1.0,0.147,Ovalipes ocellatus (lady crab)
3352,OVALIPES OCELLATUS,LADY CRAB,322,202304.0,202304.0,01200,6.0,212.0,10.0,202304012000060212,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",2.0,"HGTmean outsde opt, within tol",1.0,No damage/malfunction,1.0,No Data Acq. Errors,1211.0,561.0,HB,4.0,10.0,10/15/2023 11:49:57,10/15/2023 12:10:01,10/15/2023 16:49:57,10/15/2023 17:10:01,2023.0,10.0,15.0,2460233.0,11:49:57,2023.0,10.0,15.0,2460233.0,16:49:57,20.07,54.0,54.0,53.0,56.0,55.0,,,4151.66,6728.12,4152.63,6728.32,41.861,-67.468667,41.877167,-67.472, , , , ,,,328.6,319.0,,1.039,,, , , ,,,,29.0,24.0,,,,,,,,,, ,15.17,31.934,15.18,31.941,,,3.1,,,,1.0,0.057,Ovalipes ocellatus (lady crab)
3353,OVALIPES OCELLATUS,LADY CRAB,322,202304.0,202304.0,01190,8.0,214.0,10.0,202304011900080214,1.0,4.0,7.0,147.0,1.0,REPEAT,4.0,HGTmean Outside Tolerance,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1411.0,562.0,HB,4.0,10.0,10/15/2023 15:20:26,10/15/2023 15:40:32,10/15/2023 20:20:26,10/15/2023 20:40:32,2023.0,10.0,15.0,2460233.0,15:20:26,2023.0,10.0,15.0,2460233.0,20:20:26,20.11,45.0,45.0,44.0,45.0,45.0,,,4145.86,6724.95,4146.83,6725.18,41.764333,-67.415833,41.7805,-67.419667, , , , ,,,0.1,345.0,,1.062,,, , , ,,,,1.9,20.5,,,,,,,,,, ,15.68,32.071,15.7,32.079,,,3.2,,,,2.0,0.124,Ovalipes ocellatus (lady crab)
3354,OVALIPES OCELLATUS,LADY CRAB,322,202304.0,202304.0,01190,9.0,244.0,10.0,202304011900090244,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",2.0,"HGTmean outsde opt, within tol",1.0,No damage/malfunction,1.0,No Data Acq. Errors,1211.0,525.0,HB,4.0,10.0,10/20/2023 06:51:16,10/20/2023 07:11:13,10/20/2023 11:51:16,10/20/2023 12:11:13,2023.0,10.0,20.0,2460238.0,06:51:16,2023.0,10.0,20.0,2460238.0,11:51:16,19.95,55.0,52.0,52.0,55.0,53.0,,,4109.46,6726.78,4110.49,6726.69,41.157667,-67.446333,41.174833,-67.444833, , , , ,,,3.7,358.0,,1.05,,, , , ,,,,109.1,8.5,,,,,,,,,, ,14.75,32.162,14.19,32.197,,,3.2,,Crane secure 1226,,4.0,0.349,Ovalipes ocellatus (lady crab)
3355,OVALIPES OCELLATUS,LADY CRAB,322,202304.0,202304.0,01190,9.0,244.0,10.0,202304011900090244,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",2.0,"HGTmean outsde opt, within tol",1.0,No damage/malfunction,1.0,No Data Acq. Errors,1211.0,525.0,HB,4.0,10.0,10/20/2023 06:51:16,10/20/2023 07:11:13,10/20/2023 11:51:16,10/20/2023 12:11:13,2023.0,10.0,20.0,2460238.0,06:51:16,2023.0,10.0,20.0,2460238.0,11:51:16,19.95,55.0,52.0,52.0,55.0,53.0,,,4109.46,6726.78,4110.49,6726.69,41.157667,-67.446333,41.174833,-67.444833, , , , ,,,3.7,358.0,,1.05,,, , , ,,,,109.1,8.5,,,,,,,,,, ,14.75,32.162,14.19,32.197,,,3.2,,Crane secure 1226,,5.0,0.293,Ovalipes ocellatus (lady crab)
3356,OVALIPES OCELLATUS,LADY CRAB,322,202304.0,202304.0,01130,5.0,246.0,10.0,202304011300050246,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",2.0,"HGTmean outsde opt, within tol",1.0,No damage/malfunction,1.0,No Data Acq. Errors,1211.0,525.0,HB,4.0,10.0,10/20/2023 09:45:50,10/20/2023 10:05:48,10/20/2023 14:45:50,10/20/2023 15:05:48,2023.0,10.0,20.0,2460238.0,09:45:50,2023.0,10.0,20.0,2460238.0,14:45:50,19.98,59.0,59.0,58.0,60.0,59.0,,,4107.31,6731.71,4107.23,6730.43,41.121833,-67.5285,41.1205,-67.507167, , , , ,,,96.8,93.0,,1.017,,, , , ,,,,83.4,6.2,,,,,,,,,, ,14.97,32.156,14.29,32.192,,,3.1,,net on deck 1513,,2.0,0.135,Ovalipes ocellatus (lady crab)
3357,OVALIPES OCELLATUS,LADY CRAB,322,202304.0,202304.0,01130,5.0,246.0,10.0,202304011300050246,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",2.0,"HGTmean outsde opt, within tol",1.0,No damage/malfunction,1.0,No Data Acq. Errors,1211.0,525.0,HB,4.0,10.0,10/20/2023 09:45:50,10/20/2023 10:05:48,10/20/2023 14:45:50,10/20/2023 15:05:48,2023.0,10.0,20.0,2460238.0,09:45:50,2023.0,10.0,20.0,2460238.0,14:45:50,19.98,59.0,59.0,58.0,60.0,59.0,,,4107.31,6731.71,4107.23,6730.43,41.121833,-67.5285,41.1205,-67.507167, , , , ,,,96.8,93.0,,1.017,,, , , ,,,,83.4,6.2,,,,,,,,,, ,14.97,32.156,14.29,32.192,,,3.1,,net on deck 1513,,2.0,0.13,Ovalipes ocellatus (lady crab)
3358,OVALIPES OCELLATUS,LADY CRAB,322,202304.0,202304.0,01090,3.0,265.0,10.0,202304010900030265,1.0,3.0,6.0,136.0,1.0,"RANDOM, within 1nm radius",2.0,"HGTmean outsde opt, within tol",2.0,Obstruction in/on gear not significant,1.0,No Data Acq. Errors,1221.0,537.0,HB,4.0,10.0,10/30/2023 21:48:42,10/30/2023 22:08:46,10/31/2023 02:48:42,10/31/2023 03:08:46,2023.0,10.0,30.0,2460248.0,21:48:42,2023.0,10.0,31.0,2460249.0,02:48:42,20.06,36.0,35.0,35.0,38.0,37.0,,,4108.72,7025.21,4109.42,7026.15,41.145333,-70.420167,41.157,-70.435833, , , , ,,,319.9,318.0,,1.139,,, , , ,,,,336.3,14.1,,,,,,,,,, ,15.55,31.357,15.56,31.436,,,3.4,,,,1.0,0.012,Ovalipes ocellatus (lady crab)
3359,OVALIPES OCELLATUS,LADY CRAB,322,202304.0,202304.0,01090,3.0,265.0,10.0,202304010900030265,1.0,3.0,6.0,136.0,1.0,"RANDOM, within 1nm radius",2.0,"HGTmean outsde opt, within tol",2.0,Obstruction in/on gear not significant,1.0,No Data Acq. Errors,1221.0,537.0,HB,4.0,10.0,10/30/2023 21:48:42,10/30/2023 22:08:46,10/31/2023 02:48:42,10/31/2023 03:08:46,2023.0,10.0,30.0,2460248.0,21:48:42,2023.0,10.0,31.0,2460249.0,02:48:42,20.06,36.0,35.0,35.0,38.0,37.0,,,4108.72,7025.21,4109.42,7026.15,41.145333,-70.420167,41.157,-70.435833, , , , ,,,319.9,318.0,,1.139,,, , , ,,,,336.3,14.1,,,,,,,,,, ,15.55,31.357,15.56,31.436,,,3.4,,,,2.0,0.07,Ovalipes ocellatus (lady crab)
3360,OVALIPES OCELLATUS,LADY CRAB,322,202304.0,202304.0,01090,2.0,266.0,10.0,202304010900020266,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",2.0,"HGTmean outsde opt, within tol",1.0,No damage/malfunction,1.0,No Data Acq. Errors,1211.0,537.0,HB,4.0,10.0,10/31/2023 00:04:17,10/31/2023 00:24:18,10/31/2023 05:04:17,10/31/2023 05:24:18,2023.0,10.0,31.0,2460249.0,00:04:17,2023.0,10.0,31.0,2460249.0,05:04:17,20.02,30.0,31.0,30.0,31.0,31.0,,,4112.7,7021.26,4112.91,7022.5,41.211667,-70.354333,41.215167,-70.375, , , , ,,,288.1,272.0,,1.029,,, , , ,,,,340.2,24.7,,,,,,,,,, ,15.51,31.231,15.6,31.274,,,3.1,,,,10.0,0.51,Ovalipes ocellatus (lady crab)
3361,OVALIPES OCELLATUS,LADY CRAB,322,202304.0,202304.0,01090,2.0,266.0,10.0,202304010900020266,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",2.0,"HGTmean outsde opt, within tol",1.0,No damage/malfunction,1.0,No Data Acq. Errors,1211.0,537.0,HB,4.0,10.0,10/31/2023 00:04:17,10/31/2023 00:24:18,10/31/2023 05:04:17,10/31/2023 05:24:18,2023.0,10.0,31.0,2460249.0,00:04:17,2023.0,10.0,31.0,2460249.0,05:04:17,20.02,30.0,31.0,30.0,31.0,31.0,,,4112.7,7021.26,4112.91,7022.5,41.211667,-70.354333,41.215167,-70.375, , , , ,,,288.1,272.0,,1.029,,, , , ,,,,340.2,24.7,,,,,,,,,, ,15.51,31.231,15.6,31.274,,,3.1,,,,13.0,0.601,Ovalipes ocellatus (lady crab)
3362,OVALIPES OCELLATUS,LADY CRAB,322,202304.0,202304.0,03460,2.0,267.0,10.0,202304034600020267,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,537.0,HB,4.0,10.0,10/31/2023 01:43:38,10/31/2023 02:03:46,10/31/2023 06:43:38,10/31/2023 07:03:46,2023.0,10.0,31.0,2460249.0,01:43:38,2023.0,10.0,31.0,2460249.0,06:43:38,20.14,24.0,24.0,24.0,25.0,24.0,,,4114.13,7017.14,4114.35,7018.41,41.2355,-70.285667,41.239167,-70.306833, , , , ,,,301.6,286.0,,1.058,,, , , ,,,,348.3,22.4,,,,,,,,,, ,15.02,31.036,15.03,31.075,,,3.2,,haulback washit5 seconds late,,15.0,0.787,Ovalipes ocellatus (lady crab)
3363,OVALIPES OCELLATUS,LADY CRAB,322,202304.0,202304.0,03460,2.0,267.0,10.0,202304034600020267,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",1.0,GOOD PERFORMANCE,1.0,No damage/malfunction,1.0,No Data Acq. Errors,1111.0,537.0,HB,4.0,10.0,10/31/2023 01:43:38,10/31/2023 02:03:46,10/31/2023 06:43:38,10/31/2023 07:03:46,2023.0,10.0,31.0,2460249.0,01:43:38,2023.0,10.0,31.0,2460249.0,06:43:38,20.14,24.0,24.0,24.0,25.0,24.0,,,4114.13,7017.14,4114.35,7018.41,41.2355,-70.285667,41.239167,-70.306833, , , , ,,,301.6,286.0,,1.058,,, , , ,,,,348.3,22.4,,,,,,,,,, ,15.02,31.036,15.03,31.075,,,3.2,,haulback washit5 seconds late,,34.0,1.133,Ovalipes ocellatus (lady crab)
3364,OVALIPES OCELLATUS,LADY CRAB,322,202304.0,202304.0,03460,1.0,268.0,10.0,202304034600010268,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",2.0,"DSmean outside opt, within tol; WSmean outside opt, within tol",1.0,No damage/malfunction,1.0,No Data Acq. Errors,1211.0,537.0,HB,4.0,10.0,10/31/2023 04:16:21,10/31/2023 04:36:22,10/31/2023 09:16:21,10/31/2023 09:36:22,2023.0,10.0,31.0,2460249.0,04:16:21,2023.0,10.0,31.0,2460249.0,09:16:21,20.03,23.0,24.0,23.0,25.0,24.0,,,4103.2,7007.18,4103.82,7008.27,41.053333,-70.119667,41.063667,-70.137833, , , , ,,,326.2,295.0,,1.17,,, , , ,,,,351.4,17.9,,,,,,,,,, ,15.33,31.184,15.36,31.186,,,3.5,,,,67.0,2.49,Ovalipes ocellatus (lady crab)
3365,OVALIPES OCELLATUS,LADY CRAB,322,202304.0,202304.0,03460,1.0,268.0,10.0,202304034600010268,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",2.0,"DSmean outside opt, within tol; WSmean outside opt, within tol",1.0,No damage/malfunction,1.0,No Data Acq. Errors,1211.0,537.0,HB,4.0,10.0,10/31/2023 04:16:21,10/31/2023 04:36:22,10/31/2023 09:16:21,10/31/2023 09:36:22,2023.0,10.0,31.0,2460249.0,04:16:21,2023.0,10.0,31.0,2460249.0,09:16:21,20.03,23.0,24.0,23.0,25.0,24.0,,,4103.2,7007.18,4103.82,7008.27,41.053333,-70.119667,41.063667,-70.137833, , , , ,,,326.2,295.0,,1.17,,, , , ,,,,351.4,17.9,,,,,,,,,, ,15.33,31.184,15.36,31.186,,,3.5,,,,30.0,0.607,Ovalipes ocellatus (lady crab)
3366,OVALIPES OCELLATUS,LADY CRAB,322,202304.0,202304.0,03460,4.0,269.0,10.0,202304034600040269,1.0,1.0,1.0,111.0,1.0,"RANDOM, within 1nm radius",2.0,"HGTmean outsde opt, within tol",1.0,No damage/malfunction,1.0,No Data Acq. Errors,1211.0,537.0,HB,4.0,10.0,10/31/2023 07:03:52,10/31/2023 07:23:59,10/31/2023 12:03:52,10/31/2023 12:23:59,2023.0,10.0,31.0,2460249.0,07:03:52,2023.0,10.0,31.0,2460249.0,12:03:52,20.13,25.0,25.0,24.0,25.0,25.0,,,4055.67,7001.66,4055.38,7002.98,40.927833,-70.027667,40.923,-70.049667, , , , ,,,249.1,252.0,,1.137,,, , , ,,,,348.2,20.3,,,,,,,,,, ,15.23,31.245,15.24,31.284,,,3.4,,,,2.0,0.08,Ovalipes ocellatus (lady crab)
